POS,LOCUS,BIOTYPE
3509,MT-ND1,protein_coding
3510,MT-ND1,protein_coding
3511,MT-ND1,protein_coding
3512,MT-ND1,protein_coding
3513,MT-ND1,protein_coding
3514,MT-ND1,protein_coding
3515,MT-ND1,protein_coding
3516,MT-ND1,protein_coding
3517,MT-ND1,protein_coding
3518,MT-ND1,protein_coding
3519,MT-ND1,protein_coding
3520,MT-ND1,protein_coding
3521,MT-ND1,protein_coding
3522,MT-ND1,protein_coding
3523,MT-ND1,protein_coding
3524,MT-ND1,protein_coding
3525,MT-ND1,protein_coding
3526,MT-ND1,protein_coding
3527,MT-ND1,protein_coding
3528,MT-ND1,protein_coding
3529,MT-ND1,protein_coding
3530,MT-ND1,protein_coding
3531,MT-ND1,protein_coding
3532,MT-ND1,protein_coding
3533,MT-ND1,protein_coding
3534,MT-ND1,protein_coding
3535,MT-ND1,protein_coding
3536,MT-ND1,protein_coding
3537,MT-ND1,protein_coding
3538,MT-ND1,protein_coding
3539,MT-ND1,protein_coding
3540,MT-ND1,protein_coding
3541,MT-ND1,protein_coding
3542,MT-ND1,protein_coding
3543,MT-ND1,protein_coding
3544,MT-ND1,protein_coding
3545,MT-ND1,protein_coding
3546,MT-ND1,protein_coding
3547,MT-ND1,protein_coding
3548,MT-ND1,protein_coding
3549,MT-ND1,protein_coding
3550,MT-ND1,protein_coding
3551,MT-ND1,protein_coding
3552,MT-ND1,protein_coding
3553,MT-ND1,protein_coding
3554,MT-ND1,protein_coding
3555,MT-ND1,protein_coding
3556,MT-ND1,protein_coding
3557,MT-ND1,protein_coding
3558,MT-ND1,protein_coding
3559,MT-ND1,protein_coding
3560,MT-ND1,protein_coding
3561,MT-ND1,protein_coding
3562,MT-ND1,protein_coding
3563,MT-ND1,protein_coding
3564,MT-ND1,protein_coding
3565,MT-ND1,protein_coding
3566,MT-ND1,protein_coding
3567,MT-ND1,protein_coding
3568,MT-ND1,protein_coding
3569,MT-ND1,protein_coding
3570,MT-ND1,protein_coding
3571,MT-ND1,protein_coding
3572,MT-ND1,protein_coding
3573,MT-ND1,protein_coding
3574,MT-ND1,protein_coding
3575,MT-ND1,protein_coding
3576,MT-ND1,protein_coding
3577,MT-ND1,protein_coding
3578,MT-ND1,protein_coding
3579,MT-ND1,protein_coding
3580,MT-ND1,protein_coding
3581,MT-ND1,protein_coding
3582,MT-ND1,protein_coding
3583,MT-ND1,protein_coding
3584,MT-ND1,protein_coding
3585,MT-ND1,protein_coding
3586,MT-ND1,protein_coding
3587,MT-ND1,protein_coding
3588,MT-ND1,protein_coding
3589,MT-ND1,protein_coding
3590,MT-ND1,protein_coding
3591,MT-ND1,protein_coding
3592,MT-ND1,protein_coding
3593,MT-ND1,protein_coding
3594,MT-ND1,protein_coding
3595,MT-ND1,protein_coding
3596,MT-ND1,protein_coding
3597,MT-ND1,protein_coding
3598,MT-ND1,protein_coding
3599,MT-ND1,protein_coding
3600,MT-ND1,protein_coding
3601,MT-ND1,protein_coding
3602,MT-ND1,protein_coding
3603,MT-ND1,protein_coding
3604,MT-ND1,protein_coding
3605,MT-ND1,protein_coding
3606,MT-ND1,protein_coding
3607,MT-ND1,protein_coding
3608,MT-ND1,protein_coding
3609,MT-ND1,protein_coding
3610,MT-ND1,protein_coding
3611,MT-ND1,protein_coding
3612,MT-ND1,protein_coding
3613,MT-ND1,protein_coding
3614,MT-ND1,protein_coding
3615,MT-ND1,protein_coding
3616,MT-ND1,protein_coding
3617,MT-ND1,protein_coding
3618,MT-ND1,protein_coding
3619,MT-ND1,protein_coding
3620,MT-ND1,protein_coding
3621,MT-ND1,protein_coding
3622,MT-ND1,protein_coding
3623,MT-ND1,protein_coding
3624,MT-ND1,protein_coding
3625,MT-ND1,protein_coding
3626,MT-ND1,protein_coding
3627,MT-ND1,protein_coding
3628,MT-ND1,protein_coding
3629,MT-ND1,protein_coding
3630,MT-ND1,protein_coding
3631,MT-ND1,protein_coding
3632,MT-ND1,protein_coding
3633,MT-ND1,protein_coding
3634,MT-ND1,protein_coding
3635,MT-ND1,protein_coding
3636,MT-ND1,protein_coding
3637,MT-ND1,protein_coding
3638,MT-ND1,protein_coding
3639,MT-ND1,protein_coding
3640,MT-ND1,protein_coding
3641,MT-ND1,protein_coding
3642,MT-ND1,protein_coding
3643,MT-ND1,protein_coding
3644,MT-ND1,protein_coding
3645,MT-ND1,protein_coding
3646,MT-ND1,protein_coding
3647,MT-ND1,protein_coding
3648,MT-ND1,protein_coding
3649,MT-ND1,protein_coding
3650,MT-ND1,protein_coding
3651,MT-ND1,protein_coding
3652,MT-ND1,protein_coding
3653,MT-ND1,protein_coding
3654,MT-ND1,protein_coding
3655,MT-ND1,protein_coding
3656,MT-ND1,protein_coding
3657,MT-ND1,protein_coding
3658,MT-ND1,protein_coding
3659,MT-ND1,protein_coding
3660,MT-ND1,protein_coding
3661,MT-ND1,protein_coding
3662,MT-ND1,protein_coding
3663,MT-ND1,protein_coding
3664,MT-ND1,protein_coding
3665,MT-ND1,protein_coding
3666,MT-ND1,protein_coding
3667,MT-ND1,protein_coding
3668,MT-ND1,protein_coding
3669,MT-ND1,protein_coding
3670,MT-ND1,protein_coding
3671,MT-ND1,protein_coding
3672,MT-ND1,protein_coding
3673,MT-ND1,protein_coding
3674,MT-ND1,protein_coding
3675,MT-ND1,protein_coding
3676,MT-ND1,protein_coding
3677,MT-ND1,protein_coding
3678,MT-ND1,protein_coding
3679,MT-ND1,protein_coding
3680,MT-ND1,protein_coding
3681,MT-ND1,protein_coding
3682,MT-ND1,protein_coding
3683,MT-ND1,protein_coding
3684,MT-ND1,protein_coding
3685,MT-ND1,protein_coding
3686,MT-ND1,protein_coding
3687,MT-ND1,protein_coding
3688,MT-ND1,protein_coding
3689,MT-ND1,protein_coding
3690,MT-ND1,protein_coding
3691,MT-ND1,protein_coding
3692,MT-ND1,protein_coding
3693,MT-ND1,protein_coding
3694,MT-ND1,protein_coding
3695,MT-ND1,protein_coding
3696,MT-ND1,protein_coding
3697,MT-ND1,protein_coding
3698,MT-ND1,protein_coding
3699,MT-ND1,protein_coding
3700,MT-ND1,protein_coding
3701,MT-ND1,protein_coding
3702,MT-ND1,protein_coding
3703,MT-ND1,protein_coding
3704,MT-ND1,protein_coding
3705,MT-ND1,protein_coding
3706,MT-ND1,protein_coding
3707,MT-ND1,protein_coding
3708,MT-ND1,protein_coding
3709,MT-ND1,protein_coding
3710,MT-ND1,protein_coding
3711,MT-ND1,protein_coding
3712,MT-ND1,protein_coding
3713,MT-ND1,protein_coding
3714,MT-ND1,protein_coding
3715,MT-ND1,protein_coding
3716,MT-ND1,protein_coding
3717,MT-ND1,protein_coding
3718,MT-ND1,protein_coding
3719,MT-ND1,protein_coding
3720,MT-ND1,protein_coding
3721,MT-ND1,protein_coding
3722,MT-ND1,protein_coding
3723,MT-ND1,protein_coding
3724,MT-ND1,protein_coding
3725,MT-ND1,protein_coding
3726,MT-ND1,protein_coding
3727,MT-ND1,protein_coding
3728,MT-ND1,protein_coding
3729,MT-ND1,protein_coding
3730,MT-ND1,protein_coding
3731,MT-ND1,protein_coding
3732,MT-ND1,protein_coding
3733,MT-ND1,protein_coding
3734,MT-ND1,protein_coding
3735,MT-ND1,protein_coding
3736,MT-ND1,protein_coding
3737,MT-ND1,protein_coding
3738,MT-ND1,protein_coding
3739,MT-ND1,protein_coding
3740,MT-ND1,protein_coding
3741,MT-ND1,protein_coding
3742,MT-ND1,protein_coding
3743,MT-ND1,protein_coding
3744,MT-ND1,protein_coding
3745,MT-ND1,protein_coding
3746,MT-ND1,protein_coding
3747,MT-ND1,protein_coding
3748,MT-ND1,protein_coding
3749,MT-ND1,protein_coding
3750,MT-ND1,protein_coding
3751,MT-ND1,protein_coding
3752,MT-ND1,protein_coding
3753,MT-ND1,protein_coding
3754,MT-ND1,protein_coding
3755,MT-ND1,protein_coding
3756,MT-ND1,protein_coding
3757,MT-ND1,protein_coding
3758,MT-ND1,protein_coding
3759,MT-ND1,protein_coding
3760,MT-ND1,protein_coding
3761,MT-ND1,protein_coding
3762,MT-ND1,protein_coding
3763,MT-ND1,protein_coding
3764,MT-ND1,protein_coding
3765,MT-ND1,protein_coding
3766,MT-ND1,protein_coding
3767,MT-ND1,protein_coding
3768,MT-ND1,protein_coding
3769,MT-ND1,protein_coding
3770,MT-ND1,protein_coding
3771,MT-ND1,protein_coding
3772,MT-ND1,protein_coding
3773,MT-ND1,protein_coding
3774,MT-ND1,protein_coding
3775,MT-ND1,protein_coding
3776,MT-ND1,protein_coding
3777,MT-ND1,protein_coding
3778,MT-ND1,protein_coding
3779,MT-ND1,protein_coding
3780,MT-ND1,protein_coding
3781,MT-ND1,protein_coding
3782,MT-ND1,protein_coding
3783,MT-ND1,protein_coding
3784,MT-ND1,protein_coding
3785,MT-ND1,protein_coding
3786,MT-ND1,protein_coding
3787,MT-ND1,protein_coding
3788,MT-ND1,protein_coding
3789,MT-ND1,protein_coding
3790,MT-ND1,protein_coding
3791,MT-ND1,protein_coding
3792,MT-ND1,protein_coding
3793,MT-ND1,protein_coding
3794,MT-ND1,protein_coding
3795,MT-ND1,protein_coding
3796,MT-ND1,protein_coding
3797,MT-ND1,protein_coding
3798,MT-ND1,protein_coding
3799,MT-ND1,protein_coding
3800,MT-ND1,protein_coding
3801,MT-ND1,protein_coding
3802,MT-ND1,protein_coding
3803,MT-ND1,protein_coding
3804,MT-ND1,protein_coding
3805,MT-ND1,protein_coding
3806,MT-ND1,protein_coding
3807,MT-ND1,protein_coding
3808,MT-ND1,protein_coding
3809,MT-ND1,protein_coding
3810,MT-ND1,protein_coding
3811,MT-ND1,protein_coding
3812,MT-ND1,protein_coding
3813,MT-ND1,protein_coding
3814,MT-ND1,protein_coding
3815,MT-ND1,protein_coding
3816,MT-ND1,protein_coding
3817,MT-ND1,protein_coding
3818,MT-ND1,protein_coding
3819,MT-ND1,protein_coding
3820,MT-ND1,protein_coding
3821,MT-ND1,protein_coding
3822,MT-ND1,protein_coding
3823,MT-ND1,protein_coding
3824,MT-ND1,protein_coding
3825,MT-ND1,protein_coding
3826,MT-ND1,protein_coding
3827,MT-ND1,protein_coding
3828,MT-ND1,protein_coding
3829,MT-ND1,protein_coding
3830,MT-ND1,protein_coding
3831,MT-ND1,protein_coding
3832,MT-ND1,protein_coding
3833,MT-ND1,protein_coding
3834,MT-ND1,protein_coding
3835,MT-ND1,protein_coding
3836,MT-ND1,protein_coding
3837,MT-ND1,protein_coding
3838,MT-ND1,protein_coding
3839,MT-ND1,protein_coding
3840,MT-ND1,protein_coding
3841,MT-ND1,protein_coding
3842,MT-ND1,protein_coding
3843,MT-ND1,protein_coding
3844,MT-ND1,protein_coding
3845,MT-ND1,protein_coding
3846,MT-ND1,protein_coding
3847,MT-ND1,protein_coding
3848,MT-ND1,protein_coding
3849,MT-ND1,protein_coding
3850,MT-ND1,protein_coding
3851,MT-ND1,protein_coding
3852,MT-ND1,protein_coding
3853,MT-ND1,protein_coding
3854,MT-ND1,protein_coding
3855,MT-ND1,protein_coding
3856,MT-ND1,protein_coding
3857,MT-ND1,protein_coding
3858,MT-ND1,protein_coding
3859,MT-ND1,protein_coding
3860,MT-ND1,protein_coding
3861,MT-ND1,protein_coding
3862,MT-ND1,protein_coding
3863,MT-ND1,protein_coding
3864,MT-ND1,protein_coding
3865,MT-ND1,protein_coding
3866,MT-ND1,protein_coding
3867,MT-ND1,protein_coding
3868,MT-ND1,protein_coding
3869,MT-ND1,protein_coding
3870,MT-ND1,protein_coding
3871,MT-ND1,protein_coding
3872,MT-ND1,protein_coding
3873,MT-ND1,protein_coding
3874,MT-ND1,protein_coding
3875,MT-ND1,protein_coding
3876,MT-ND1,protein_coding
3877,MT-ND1,protein_coding
3878,MT-ND1,protein_coding
3879,MT-ND1,protein_coding
3880,MT-ND1,protein_coding
3881,MT-ND1,protein_coding
3882,MT-ND1,protein_coding
3883,MT-ND1,protein_coding
3884,MT-ND1,protein_coding
3885,MT-ND1,protein_coding
3886,MT-ND1,protein_coding
3887,MT-ND1,protein_coding
3888,MT-ND1,protein_coding
3889,MT-ND1,protein_coding
3890,MT-ND1,protein_coding
3891,MT-ND1,protein_coding
3892,MT-ND1,protein_coding
3893,MT-ND1,protein_coding
3894,MT-ND1,protein_coding
3895,MT-ND1,protein_coding
3896,MT-ND1,protein_coding
3897,MT-ND1,protein_coding
3898,MT-ND1,protein_coding
3899,MT-ND1,protein_coding
3900,MT-ND1,protein_coding
3901,MT-ND1,protein_coding
3902,MT-ND1,protein_coding
3903,MT-ND1,protein_coding
3904,MT-ND1,protein_coding
3905,MT-ND1,protein_coding
3906,MT-ND1,protein_coding
3907,MT-ND1,protein_coding
3908,MT-ND1,protein_coding
3909,MT-ND1,protein_coding
3910,MT-ND1,protein_coding
3911,MT-ND1,protein_coding
3912,MT-ND1,protein_coding
3913,MT-ND1,protein_coding
3914,MT-ND1,protein_coding
3915,MT-ND1,protein_coding
3916,MT-ND1,protein_coding
3917,MT-ND1,protein_coding
3918,MT-ND1,protein_coding
3919,MT-ND1,protein_coding
3920,MT-ND1,protein_coding
3921,MT-ND1,protein_coding
3922,MT-ND1,protein_coding
3923,MT-ND1,protein_coding
3924,MT-ND1,protein_coding
3925,MT-ND1,protein_coding
3926,MT-ND1,protein_coding
3927,MT-ND1,protein_coding
3928,MT-ND1,protein_coding
3929,MT-ND1,protein_coding
3930,MT-ND1,protein_coding
3931,MT-ND1,protein_coding
3932,MT-ND1,protein_coding
3933,MT-ND1,protein_coding
3934,MT-ND1,protein_coding
3935,MT-ND1,protein_coding
3936,MT-ND1,protein_coding
3937,MT-ND1,protein_coding
3938,MT-ND1,protein_coding
3939,MT-ND1,protein_coding
3940,MT-ND1,protein_coding
3941,MT-ND1,protein_coding
3942,MT-ND1,protein_coding
3943,MT-ND1,protein_coding
3944,MT-ND1,protein_coding
3945,MT-ND1,protein_coding
3946,MT-ND1,protein_coding
3947,MT-ND1,protein_coding
3948,MT-ND1,protein_coding
3949,MT-ND1,protein_coding
3950,MT-ND1,protein_coding
3951,MT-ND1,protein_coding
3952,MT-ND1,protein_coding
3953,MT-ND1,protein_coding
3954,MT-ND1,protein_coding
3955,MT-ND1,protein_coding
3956,MT-ND1,protein_coding
3957,MT-ND1,protein_coding
3958,MT-ND1,protein_coding
3959,MT-ND1,protein_coding
3960,MT-ND1,protein_coding
3961,MT-ND1,protein_coding
3962,MT-ND1,protein_coding
3963,MT-ND1,protein_coding
3964,MT-ND1,protein_coding
3965,MT-ND1,protein_coding
3966,MT-ND1,protein_coding
3967,MT-ND1,protein_coding
3968,MT-ND1,protein_coding
3969,MT-ND1,protein_coding
3970,MT-ND1,protein_coding
3971,MT-ND1,protein_coding
3972,MT-ND1,protein_coding
3973,MT-ND1,protein_coding
3974,MT-ND1,protein_coding
3975,MT-ND1,protein_coding
3976,MT-ND1,protein_coding
3977,MT-ND1,protein_coding
3978,MT-ND1,protein_coding
3979,MT-ND1,protein_coding
3980,MT-ND1,protein_coding
3981,MT-ND1,protein_coding
3982,MT-ND1,protein_coding
3983,MT-ND1,protein_coding
3984,MT-ND1,protein_coding
3985,MT-ND1,protein_coding
3986,MT-ND1,protein_coding
3987,MT-ND1,protein_coding
3988,MT-ND1,protein_coding
3989,MT-ND1,protein_coding
3990,MT-ND1,protein_coding
3991,MT-ND1,protein_coding
3992,MT-ND1,protein_coding
3993,MT-ND1,protein_coding
3994,MT-ND1,protein_coding
3995,MT-ND1,protein_coding
3996,MT-ND1,protein_coding
3997,MT-ND1,protein_coding
3998,MT-ND1,protein_coding
3999,MT-ND1,protein_coding
4000,MT-ND1,protein_coding
4001,MT-ND1,protein_coding
4002,MT-ND1,protein_coding
4003,MT-ND1,protein_coding
4004,MT-ND1,protein_coding
4005,MT-ND1,protein_coding
4006,MT-ND1,protein_coding
4007,MT-ND1,protein_coding
4008,MT-ND1,protein_coding
4009,MT-ND1,protein_coding
4010,MT-ND1,protein_coding
4011,MT-ND1,protein_coding
4012,MT-ND1,protein_coding
4013,MT-ND1,protein_coding
4014,MT-ND1,protein_coding
4015,MT-ND1,protein_coding
4016,MT-ND1,protein_coding
4017,MT-ND1,protein_coding
4018,MT-ND1,protein_coding
4019,MT-ND1,protein_coding
4020,MT-ND1,protein_coding
4021,MT-ND1,protein_coding
4022,MT-ND1,protein_coding
4023,MT-ND1,protein_coding
4024,MT-ND1,protein_coding
4025,MT-ND1,protein_coding
4026,MT-ND1,protein_coding
4027,MT-ND1,protein_coding
4028,MT-ND1,protein_coding
4029,MT-ND1,protein_coding
4030,MT-ND1,protein_coding
4031,MT-ND1,protein_coding
4032,MT-ND1,protein_coding
4033,MT-ND1,protein_coding
4034,MT-ND1,protein_coding
4035,MT-ND1,protein_coding
4036,MT-ND1,protein_coding
4037,MT-ND1,protein_coding
4038,MT-ND1,protein_coding
4039,MT-ND1,protein_coding
4040,MT-ND1,protein_coding
4041,MT-ND1,protein_coding
4042,MT-ND1,protein_coding
4043,MT-ND1,protein_coding
4044,MT-ND1,protein_coding
4045,MT-ND1,protein_coding
4046,MT-ND1,protein_coding
4047,MT-ND1,protein_coding
4048,MT-ND1,protein_coding
4049,MT-ND1,protein_coding
4050,MT-ND1,protein_coding
4051,MT-ND1,protein_coding
4052,MT-ND1,protein_coding
4053,MT-ND1,protein_coding
4054,MT-ND1,protein_coding
4055,MT-ND1,protein_coding
4056,MT-ND1,protein_coding
4057,MT-ND1,protein_coding
4058,MT-ND1,protein_coding
4059,MT-ND1,protein_coding
4060,MT-ND1,protein_coding
4061,MT-ND1,protein_coding
4062,MT-ND1,protein_coding
4063,MT-ND1,protein_coding
4064,MT-ND1,protein_coding
4065,MT-ND1,protein_coding
4066,MT-ND1,protein_coding
4067,MT-ND1,protein_coding
4068,MT-ND1,protein_coding
4069,MT-ND1,protein_coding
4070,MT-ND1,protein_coding
4071,MT-ND1,protein_coding
4072,MT-ND1,protein_coding
4073,MT-ND1,protein_coding
4074,MT-ND1,protein_coding
4075,MT-ND1,protein_coding
4076,MT-ND1,protein_coding
4077,MT-ND1,protein_coding
4078,MT-ND1,protein_coding
4079,MT-ND1,protein_coding
4080,MT-ND1,protein_coding
4081,MT-ND1,protein_coding
4082,MT-ND1,protein_coding
4083,MT-ND1,protein_coding
4084,MT-ND1,protein_coding
4085,MT-ND1,protein_coding
4086,MT-ND1,protein_coding
4087,MT-ND1,protein_coding
4088,MT-ND1,protein_coding
4089,MT-ND1,protein_coding
4090,MT-ND1,protein_coding
4091,MT-ND1,protein_coding
4092,MT-ND1,protein_coding
4093,MT-ND1,protein_coding
4094,MT-ND1,protein_coding
4095,MT-ND1,protein_coding
4096,MT-ND1,protein_coding
4097,MT-ND1,protein_coding
4098,MT-ND1,protein_coding
4099,MT-ND1,protein_coding
4100,MT-ND1,protein_coding
4101,MT-ND1,protein_coding
4102,MT-ND1,protein_coding
4103,MT-ND1,protein_coding
4104,MT-ND1,protein_coding
4105,MT-ND1,protein_coding
4106,MT-ND1,protein_coding
4107,MT-ND1,protein_coding
4108,MT-ND1,protein_coding
4109,MT-ND1,protein_coding
4110,MT-ND1,protein_coding
4111,MT-ND1,protein_coding
4112,MT-ND1,protein_coding
4113,MT-ND1,protein_coding
4114,MT-ND1,protein_coding
4115,MT-ND1,protein_coding
4116,MT-ND1,protein_coding
4117,MT-ND1,protein_coding
4118,MT-ND1,protein_coding
4119,MT-ND1,protein_coding
4120,MT-ND1,protein_coding
4121,MT-ND1,protein_coding
4122,MT-ND1,protein_coding
4123,MT-ND1,protein_coding
4124,MT-ND1,protein_coding
4125,MT-ND1,protein_coding
4126,MT-ND1,protein_coding
4127,MT-ND1,protein_coding
4128,MT-ND1,protein_coding
4129,MT-ND1,protein_coding
4130,MT-ND1,protein_coding
4131,MT-ND1,protein_coding
4132,MT-ND1,protein_coding
4133,MT-ND1,protein_coding
4134,MT-ND1,protein_coding
4135,MT-ND1,protein_coding
4136,MT-ND1,protein_coding
4137,MT-ND1,protein_coding
4138,MT-ND1,protein_coding
4139,MT-ND1,protein_coding
4140,MT-ND1,protein_coding
4141,MT-ND1,protein_coding
4142,MT-ND1,protein_coding
4143,MT-ND1,protein_coding
4144,MT-ND1,protein_coding
4145,MT-ND1,protein_coding
4146,MT-ND1,protein_coding
4147,MT-ND1,protein_coding
4148,MT-ND1,protein_coding
4149,MT-ND1,protein_coding
4150,MT-ND1,protein_coding
4151,MT-ND1,protein_coding
4152,MT-ND1,protein_coding
4153,MT-ND1,protein_coding
4154,MT-ND1,protein_coding
4155,MT-ND1,protein_coding
4156,MT-ND1,protein_coding
4157,MT-ND1,protein_coding
4158,MT-ND1,protein_coding
4159,MT-ND1,protein_coding
4160,MT-ND1,protein_coding
4161,MT-ND1,protein_coding
4162,MT-ND1,protein_coding
4163,MT-ND1,protein_coding
4164,MT-ND1,protein_coding
4165,MT-ND1,protein_coding
4166,MT-ND1,protein_coding
4167,MT-ND1,protein_coding
4168,MT-ND1,protein_coding
4169,MT-ND1,protein_coding
4170,MT-ND1,protein_coding
4171,MT-ND1,protein_coding
4172,MT-ND1,protein_coding
4173,MT-ND1,protein_coding
4174,MT-ND1,protein_coding
4175,MT-ND1,protein_coding
4176,MT-ND1,protein_coding
4177,MT-ND1,protein_coding
4178,MT-ND1,protein_coding
4179,MT-ND1,protein_coding
4180,MT-ND1,protein_coding
4181,MT-ND1,protein_coding
4182,MT-ND1,protein_coding
4183,MT-ND1,protein_coding
4184,MT-ND1,protein_coding
4185,MT-ND1,protein_coding
4186,MT-ND1,protein_coding
4187,MT-ND1,protein_coding
4188,MT-ND1,protein_coding
4189,MT-ND1,protein_coding
4190,MT-ND1,protein_coding
4191,MT-ND1,protein_coding
4192,MT-ND1,protein_coding
4193,MT-ND1,protein_coding
4194,MT-ND1,protein_coding
4195,MT-ND1,protein_coding
4196,MT-ND1,protein_coding
4197,MT-ND1,protein_coding
4198,MT-ND1,protein_coding
4199,MT-ND1,protein_coding
4200,MT-ND1,protein_coding
4201,MT-ND1,protein_coding
4202,MT-ND1,protein_coding
4203,MT-ND1,protein_coding
4204,MT-ND1,protein_coding
4205,MT-ND1,protein_coding
4206,MT-ND1,protein_coding
4207,MT-ND1,protein_coding
4208,MT-ND1,protein_coding
4209,MT-ND1,protein_coding
4210,MT-ND1,protein_coding
4211,MT-ND1,protein_coding
4212,MT-ND1,protein_coding
4213,MT-ND1,protein_coding
4214,MT-ND1,protein_coding
4215,MT-ND1,protein_coding
4216,MT-ND1,protein_coding
4217,MT-ND1,protein_coding
4218,MT-ND1,protein_coding
4219,MT-ND1,protein_coding
4220,MT-ND1,protein_coding
4221,MT-ND1,protein_coding
4222,MT-ND1,protein_coding
4223,MT-ND1,protein_coding
4224,MT-ND1,protein_coding
4225,MT-ND1,protein_coding
4226,MT-ND1,protein_coding
4227,MT-ND1,protein_coding
4228,MT-ND1,protein_coding
4229,MT-ND1,protein_coding
4230,MT-ND1,protein_coding
4231,MT-ND1,protein_coding
4232,MT-ND1,protein_coding
4233,MT-ND1,protein_coding
4234,MT-ND1,protein_coding
4235,MT-ND1,protein_coding
4236,MT-ND1,protein_coding
4237,MT-ND1,protein_coding
4238,MT-ND1,protein_coding
4239,MT-ND1,protein_coding
4240,MT-ND1,protein_coding
4241,MT-ND1,protein_coding
4242,MT-ND1,protein_coding
4243,MT-ND1,protein_coding
4244,MT-ND1,protein_coding
4245,MT-ND1,protein_coding
4246,MT-ND1,protein_coding
4247,MT-ND1,protein_coding
4248,MT-ND1,protein_coding
4249,MT-ND1,protein_coding
4250,MT-ND1,protein_coding
4251,MT-ND1,protein_coding
4252,MT-ND1,protein_coding
4253,MT-ND1,protein_coding
4254,MT-ND1,protein_coding
4255,MT-ND1,protein_coding
4256,MT-ND1,protein_coding
4257,MT-ND1,protein_coding
4258,MT-ND1,protein_coding
4259,MT-ND1,protein_coding
4260,MT-ND1,protein_coding
4261,MT-ND1,protein_coding
4262,MT-ND1,protein_coding
4263,MT-TI,tRNA
4264,MT-TI,tRNA
4265,MT-TI,tRNA
4266,MT-TI,tRNA
4267,MT-TI,tRNA
4268,MT-TI,tRNA
4269,MT-TI,tRNA
4270,MT-TI,tRNA
4271,MT-TI,tRNA
4272,MT-TI,tRNA
4273,MT-TI,tRNA
4274,MT-TI,tRNA
4275,MT-TI,tRNA
4276,MT-TI,tRNA
4277,MT-TI,tRNA
4278,MT-TI,tRNA
4279,MT-TI,tRNA
4280,MT-TI,tRNA
4281,MT-TI,tRNA
4282,MT-TI,tRNA
4283,MT-TI,tRNA
4284,MT-TI,tRNA
4285,MT-TI,tRNA
4286,MT-TI,tRNA
4287,MT-TI,tRNA
4288,MT-TI,tRNA
4289,MT-TI,tRNA
4290,MT-TI,tRNA
4291,MT-TI,tRNA
4292,MT-TI,tRNA
4293,MT-TI,tRNA
4294,MT-TI,tRNA
4295,MT-TI,tRNA
4296,MT-TI,tRNA
4297,MT-TI,tRNA
4298,MT-TI,tRNA
4299,MT-TI,tRNA
4300,MT-TI,tRNA
4301,MT-TI,tRNA
4302,MT-TI,tRNA
4303,MT-TI,tRNA
4304,MT-TI,tRNA
4305,MT-TI,tRNA
4306,MT-TI,tRNA
4307,MT-TI,tRNA
4308,MT-TI,tRNA
4309,MT-TI,tRNA
4310,MT-TI,tRNA
4311,MT-TI,tRNA
4312,MT-TI,tRNA
4313,MT-TI,tRNA
4314,MT-TI,tRNA
4315,MT-TI,tRNA
4316,MT-TI,tRNA
4317,MT-TI,tRNA
4318,MT-TI,tRNA
4319,MT-TI,tRNA
4320,MT-TI,tRNA
4321,MT-TI,tRNA
4322,MT-TI,tRNA
4323,MT-TI,tRNA
4324,MT-TI,tRNA
4325,MT-TI,tRNA
4326,MT-TI,tRNA
4327,MT-TI,tRNA
4328,MT-TI,tRNA
4329,MT-TI;MT-TQ,tRNA;Mt
4330,MT-TI;MT-TQ,tRNA;Mt
4331,MT-TI;MT-TQ,tRNA;Mt
4332,MT-TQ,tRNA
4333,MT-TQ,tRNA
4334,MT-TQ,tRNA
4335,MT-TQ,tRNA
4336,MT-TQ,tRNA
4337,MT-TQ,tRNA
4338,MT-TQ,tRNA
4339,MT-TQ,tRNA
4340,MT-TQ,tRNA
4341,MT-TQ,tRNA
4342,MT-TQ,tRNA
4343,MT-TQ,tRNA
4344,MT-TQ,tRNA
4345,MT-TQ,tRNA
4346,MT-TQ,tRNA
4347,MT-TQ,tRNA
4348,MT-TQ,tRNA
4349,MT-TQ,tRNA
4350,MT-TQ,tRNA
4351,MT-TQ,tRNA
4352,MT-TQ,tRNA
4353,MT-TQ,tRNA
4354,MT-TQ,tRNA
4355,MT-TQ,tRNA
4356,MT-TQ,tRNA
4357,MT-TQ,tRNA
4358,MT-TQ,tRNA
4359,MT-TQ,tRNA
4360,MT-TQ,tRNA
4361,MT-TQ,tRNA
4362,MT-TQ,tRNA
4363,MT-TQ,tRNA
4364,MT-TQ,tRNA
4365,MT-TQ,tRNA
4366,MT-TQ,tRNA
4367,MT-TQ,tRNA
4368,MT-TQ,tRNA
4369,MT-TQ,tRNA
4370,MT-TQ,tRNA
4371,MT-TQ,tRNA
4372,MT-TQ,tRNA
4373,MT-TQ,tRNA
4374,MT-TQ,tRNA
4375,MT-TQ,tRNA
4376,MT-TQ,tRNA
4377,MT-TQ,tRNA
4378,MT-TQ,tRNA
4379,MT-TQ,tRNA
4380,MT-TQ,tRNA
4381,MT-TQ,tRNA
4382,MT-TQ,tRNA
4383,MT-TQ,tRNA
4384,MT-TQ,tRNA
4385,MT-TQ,tRNA
4386,MT-TQ,tRNA
4387,MT-TQ,tRNA
4388,MT-TQ,tRNA
4389,MT-TQ,tRNA
4390,MT-TQ,tRNA
4391,MT-TQ,tRNA
4392,MT-TQ,tRNA
